"year","violent","murder","robbery","prisoners","afam","cauc","male","population","income","density","state","law"
1985,318,7,43,366,1.636063,67.49587,17.54277,676991,11862.99,0.009769,"North Dakota","no"
1986,343,7,46,368,1.683373,67.07564,17.06212,669489,11931.53,0.0096607,"North Dakota","yes"
1987,376,10,50,350,1.741012,66.72974,16.68701,661167,11896.5,0.0095406,"North Dakota","yes"
1988,387,12,53,374,1.817105,66.64963,16.30481,655273,10731.29,0.0094556,"North Dakota","yes"
1989,408,4,59,401,1.885228,66.47451,15.99218,646341,11528.67,0.0093267,"North Dakota","yes"
1990,471,5,50,395,1.96591,68.91557,15.64899,637364,12100.56,0.009238,"North Dakota","yes"
1991,415,7,51,425,1.995273,68.76801,15.54512,634199,11893.37,0.0091921,"North Dakota","yes"
1992,529,12,50,432,2.02478,68.96371,15.47416,635427,12561.32,0.0092099,"North Dakota","yes"
1993,524,11,53,427,2.042594,69.21892,15.45175,637229,12284.87,0.009236,"North Dakota","yes"
1994,523,1,71,448,2.066081,69.45083,15.4223,639762,12790.18,0.0092727,"North Dakota","yes"
1995,556,6,64,500,2.111923,69.67663,15.43595,641548,12480.94,0.0092986,"North Dakota","yes"
1996,540,14,71,546,2.19193,69.95417,15.43716,642858,13440.41,0.0093176,"North Dakota","yes"
1997,559,6,41,647,2.236229,70.17045,15.38946,640945,12917.42,0.0092899,"North Dakota","yes"
1998,570,7,65,714,2.295048,70.13709,15.33298,637808,13889.86,0.0092444,"North Dakota","yes"
1999,424,10,56,811,2.349187,70.14247,15.24668,633666,13917.25,0.0091844,"North Dakota","yes"
1977,43807,840,20520,12603,3.519284,66.74809,17.99975,10771400,12348.08,0.2628773,"Ohio","no"
1978,44553,745,19713,12955,3.556667,66.73001,17.8805,10795580,12722.13,0.2634676,"Ohio","no"
1979,49402,875,21035,13174,3.599927,66.63911,17.75854,10798300,12692.37,0.2635339,"Ohio","no"
1980,53820,875,24161,13501,3.685806,66.44777,17.62688,10800650,12214.53,0.2634048,"Ohio","no"
1981,53575,798,25558,13485,3.735891,66.35651,17.49891,10788320,12036.27,0.2631042,"Ohio","no"
1982,46976,678,19750,14952,3.765303,66.11286,17.27588,10757090,11852.52,0.2623424,"Ohio","no"
1983,42725,601,17116,17180,3.791123,65.7574,17.01007,10737630,12167,0.261868,"Ohio","no"
1984,41373,548,15634,16644,3.819927,65.44431,16.7284,10737750,12897.59,0.2618707,"Ohio","no"
1985,40964,558,14288,18679,3.848571,65.18134,16.42167,10734920,13237.17,0.2618018,"Ohio","no"
1986,45164,590,15248,20817,3.875234,64.88249,16.08576,10730270,13574.1,0.2616883,"Ohio","no"
1987,45332,624,16474,22489,3.906207,64.60281,15.73168,10760080,13746.97,0.2624154,"Ohio","no"
1988,48809,583,17429,23649,3.940451,64.36441,15.42304,10798560,14094.24,0.2633539,"Ohio","no"
1989,50746,650,18507,26315,3.974989,64.05193,15.11804,10829210,14313.47,0.2641013,"Ohio","no"
1990,54983,663,20475,30305,4.031344,66.15223,14.85449,10861840,14319.5,0.2652269,"Ohio","no"
1991,61425,787,23529,31598,4.072498,65.96347,14.65337,10933680,14047.63,0.2669812,"Ohio","no"
1992,57889,727,21905,35665,4.13623,65.7691,14.49884,11007610,14371.82,0.2687864,"Ohio","no"
1993,55806,664,21333,38414,4.184489,65.61407,14.35962,11070380,14468.31,0.2703193,"Ohio","no"
1994,53979,667,20834,40557,4.227386,65.47792,14.21471,11111450,14826.34,0.271322,"Ohio","no"
1995,53825,602,19935,43172,4.278977,65.4557,14.12122,11155490,14968.1,0.2723975,"Ohio","no"
1996,47959,537,18358,44748,4.332642,65.43978,14.06921,11187030,14994.26,0.2731676,"Ohio","no"
1997,48819,527,17794,46308,4.38574,65.39888,14.02826,11212500,15472.84,0.2737894,"Ohio","no"
1998,40737,450,15002,48210,4.445747,65.43416,13.9894,11237750,16001.48,0.2744061,"Ohio","no"
1999,35616,394,14409,48629,4.507334,65.46132,13.94151,11256650,16248.26,0.2748676,"Ohio","no"
1977,9086,247,2118,3817,4.33371,63.51503,18.07595,2870012,10827.38,0.0417262,"Oklahoma","no"
1978,10298,248,2576,3763,4.418449,63.26656,17.86812,2917336,11287.34,0.0424142,"Oklahoma","no"
1979,12056,289,3053,4344,4.495429,63.10439,17.74786,2975311,11641.42,0.0432571,"Oklahoma","no"
1980,12756,304,3190,4470,4.664462,62.96575,17.65826,3040758,11582.22,0.0442904,"Oklahoma","no"
1981,13214,279,3573,4675,4.774306,62.94326,17.54943,3096157,12059.29,0.0450973,"Oklahoma","no"
1982,14232,346,4258,5418,4.882282,63.06606,17.40014,3206124,12195.14,0.0466991,"Oklahoma","no"
1983,13932,250,4235,6614,4.994554,62.69285,17.17789,3290404,11725,0.0479266,"Oklahoma","no"
1984,13389,256,3654,6965,5.113821,62.15516,16.89424,3285528,12166.83,0.0478556,"Oklahoma","no"
1985,13805,252,3494,7720,5.239792,61.63043,16.61112,3271332,12283.39,0.0476489,"Oklahoma","no"
1986,14195,263,3464,8132,5.376682,61.16328,16.29,3252731,12078.79,0.0473779,"Oklahoma","no"
1987,13405,241,3515,9245,5.527026,60.53362,15.9978,3210117,11807.93,0.0467572,"Oklahoma","no"
1988,13761,234,3329,9374,5.69437,60.02283,15.66877,3167058,12004.39,0.04613,"Oklahoma","no"
1989,15484,205,3976,10175,5.874236,59.71284,15.39984,3150299,12257.79,0.0458859,"Oklahoma","no"
1990,17230,252,3836,11361,6.051212,61.39859,15.19342,3147105,12355.07,0.0458234,"Oklahoma","no"
1991,18483,228,4082,12064,6.049448,61.4276,15.01631,3166471,12223.05,0.0461054,"Oklahoma","no"
1992,19956,208,4364,13329,6.083315,61.53336,14.95627,3204174,12443.46,0.0466544,"Oklahoma","no"
1993,20497,271,3933,14820,6.113857,61.60735,14.89162,3228829,12460.57,0.0470133,"Oklahoma","no"
1994,21148,224,4158,16425,6.09876,61.69035,14.81797,3246119,12586.56,0.0472651,"Oklahoma","no"
1995,21686,398,3775,16589,6.10792,61.78748,14.81942,3265547,12683.68,0.047548,"Oklahoma","no"
1996,19642,224,3513,18159,6.143024,61.93959,14.82217,3289634,12795.89,0.0478987,"Oklahoma","yes"
1997,18543,229,3444,19587,6.179451,61.99123,14.7973,3314259,13106.83,0.0482572,"Oklahoma","yes"
1998,18013,204,3072,20605,6.223009,62.03029,14.75767,3339478,13567.87,0.0486244,"Oklahoma","yes"
1999,17066,232,2784,20887,6.265761,62.08629,14.71476,3358044,13728.88,0.0488948,"Oklahoma","yes"
1977,11152,120,3036,2985,1.399533,70.91949,17.94813,2446673,12422.06,0.0254374,"Oregon","no"
1978,12652,126,3301,3072,1.437637,70.7952,17.76759,2518299,12951.33,0.0261821,"Oregon","no"
1979,14115,109,3380,3028,1.47905,70.65277,17.61962,2588013,12917.38,0.0269069,"Oregon","no"
1980,12953,135,4025,3222,1.56,70.70586,17.52256,2641218,12326.96,0.0274601,"Oregon","no"
1981,12772,117,4818,3202,1.624597,70.36204,17.16866,2667984,11904.75,0.0277383,"Oregon","no"
1982,12605,136,4458,3305,1.681663,69.88253,16.74702,2664922,11484.1,0.0277065,"Oregon","no"
1983,12942,109,4518,3873,1.728119,69.31556,16.27869,2653058,11832,0.0275832,"Oregon","no"
1984,13496,128,4496,4187,1.783212,68.90342,15.83032,2666592,12338.49,0.0277239,"Oregon","no"
1985,14729,126,4960,4544,1.842704,68.53308,15.45123,2672648,12544.52,0.0277868,"Oregon","no"
1986,14751,177,5525,4428,1.904021,68.18871,15.09511,2683531,12873.26,0.0279,"Oregon","no"
1987,14572,151,5294,4754,1.963866,67.95156,14.76735,2700999,13076.95,0.0280816,"Oregon","no"
1988,14959,140,5291,5483,2.040049,67.84964,14.5257,2741307,13524.2,0.0285007,"Oregon","no"
1989,14472,134,4236,6000,2.109642,67.60602,14.31504,2790568,13829.27,0.0290128,"Oregon","no"
1990,14487,109,4125,6718,2.180059,69.36436,14.22593,2858547,13908.79,0.0297756,"Oregon","no"
1991,14778,134,4381,6509,2.229828,69.5378,14.05751,2918745,13747.19,0.0304026,"Oregon","yes"
1992,15173,140,4503,6781,2.285827,69.50073,13.96016,2973934,13886.18,0.0309775,"Oregon","yes"
1993,15267,140,3933,5280,2.339042,69.71551,13.87937,3034490,14058.36,0.0316083,"Oregon","yes"
1994,16072,151,4266,5125,2.385086,69.76754,13.82926,3087142,14394.91,0.0321567,"Oregon","yes"
1995,16411,129,4332,6000,2.443098,69.86402,13.82365,3141421,14824.87,0.0327221,"Oregon","yes"
1996,14796,128,3904,6582,2.49674,70.04883,13.82604,3195087,15017.11,0.0332811,"Oregon","yes"
1997,14413,94,3811,7330,2.542292,70.17027,13.84819,3243254,15428.12,0.0337828,"Oregon","yes"
1998,13778,125,3453,7614,2.593863,70.22414,13.85702,3282055,15883.56,0.034187,"Oregon","yes"
1999,12432,90,2859,8622,2.64457,70.33952,13.85325,3316154,16120.88,0.0345422,"Oregon","yes"
1977,33635,666,15497,6660,3.163795,67.17242,17.21567,11893590,12318.49,0.264502,"Pennsylvania","no"
1978,35769,737,16239,6652,3.199438,67.07594,17.10899,11879400,12690.04,0.2641863,"Pennsylvania","no"
1979,39658,737,18094,7727,3.243192,66.9677,17.02396,11887980,12656.7,0.2643771,"Pennsylvania","no"
1980,43189,807,21114,7952,3.31975,66.88034,16.96696,11868310,12272.56,0.2643982,"Pennsylvania","no"
1981,44078,723,22128,8064,3.369268,66.72968,16.8695,11858570,12257.66,0.2641813,"Pennsylvania","no"
1982,42690,675,20776,9239,3.404364,66.43293,16.67715,11845150,12267.38,0.2638823,"Pennsylvania","no"
1983,40580,580,20396,10417,3.434612,66.04167,16.42494,11837730,12455,0.263717,"Pennsylvania","no"
1984,37879,532,17534,11579,3.468075,65.68049,16.14494,11815170,12958.01,0.2632145,"Pennsylvania","no"
1985,38973,541,17303,12830,3.506406,65.22522,15.83221,11770850,13376.07,0.2622272,"Pennsylvania","no"
1986,42253,648,17922,14021,3.546907,64.7671,15.50297,11782750,13804.07,0.2624921,"Pennsylvania","no"
1987,43629,638,17055,15118,3.59381,64.35545,15.16821,11810860,14156.53,0.2631185,"Pennsylvania","no"
1988,42882,652,16359,16110,3.630356,64.04595,14.83701,11845750,14585.97,0.2638958,"Pennsylvania","no"
1989,44925,748,17763,17680,3.656925,63.68747,14.46858,11866010,15036.17,0.264347,"Pennsylvania","no"
1990,51270,797,20960,20104,3.693717,65.93815,14.17472,11895600,15105.13,0.2654084,"Pennsylvania","yes"
1991,53744,752,23158,21856,3.717375,65.6598,13.93099,11943160,14989.15,0.2664694,"Pennsylvania","yes"
1992,51158,743,21649,23003,3.7588,65.33145,13.7415,11980820,15300.5,0.2673097,"Pennsylvania","yes"
1993,50192,818,21520,24886,3.796508,65.06128,13.58997,12022130,15303.38,0.2682313,"Pennsylvania","yes"
1994,51386,711,22483,26012,3.840459,64.8941,13.43727,12042550,15364.61,0.2686869,"Pennsylvania","yes"
1995,51467,759,22801,28305,3.879622,64.81329,13.32592,12044780,15524.65,0.2687367,"Pennsylvania","yes"
1996,57819,686,22752,32262,3.933267,64.82384,13.2439,12038010,15772.13,0.2685856,"Pennsylvania","yes"
1997,53122,709,18781,34365,3.97686,64.85114,13.19228,12015890,16200.03,0.2680921,"Pennsylvania","yes"
1998,50470,636,19792,34927,4.023894,64.91528,13.1332,12002330,16727.35,0.2677896,"Pennsylvania","yes"
1999,50435,588,18675,36342,4.07429,65.01945,13.05575,11994020,17114.16,0.2676041,"Pennsylvania","yes"
1977,2866,34,822,504,1.434283,71.38422,17.73506,950231,11514.58,0.9058446,"Rhode Island","no"
1978,3313,38,935,533,1.481589,71.46287,17.62778,951816,11754.9,0.9073556,"Rhode Island","no"
1979,3565,30,1043,532,1.540224,71.5311,17.60883,950381,11792.34,0.9059876,"Rhode Island","no"
1980,3876,42,1125,598,1.599645,70.92782,17.41544,948773,11778.08,0.8993109,"Rhode Island","no"
1981,4209,40,1258,619,1.699463,70.77566,17.41645,953007,11853.24,0.9033242,"Rhode Island","no"
1982,3834,35,1094,687,1.786463,70.3692,17.29796,954176,11976.36,0.9044322,"Rhode Island","no"
1983,3397,26,1080,784,1.866839,69.90588,17.11524,956376,12439,0.9065175,"Rhode Island","no"
1984,3219,33,1091,885,1.951864,69.58003,16.90351,961901,13154.6,0.9117545,"Rhode Island","no"
1985,3358,35,1123,891,2.035812,69.1723,16.70788,968950,13598.31,0.9184361,"Rhode Island","no"
1986,3279,34,1160,968,2.116862,68.66371,16.42361,977343,14168.58,0.9263915,"Rhode Island","no"
1987,3560,35,1066,1019,2.202196,68.25656,16.13253,989603,14602.93,0.9380123,"Rhode Island","no"
1988,3953,41,1148,996,2.290507,67.86526,15.80061,996417,15384.18,0.9444711,"Rhode Island","no"
1989,3783,49,1125,1181,2.39171,67.38249,15.43434,1000665,15784.57,0.9484976,"Rhode Island","no"
1990,4339,48,1226,1467,2.479174,69.39707,15.1211,1004649,15387.83,0.9613866,"Rhode Island","no"
1991,4638,37,1234,1576,2.52871,68.82858,14.80861,1003990,14885.35,0.960756,"Rhode Island","no"
1992,3947,36,946,1731,2.547845,68.26462,14.51291,1000571,15092.47,0.9574842,"Rhode Island","no"
1993,4008,39,1009,1696,2.581645,67.69461,14.25883,997852,15252.39,0.9548823,"Rhode Island","no"
1994,3730,41,867,1709,2.639489,67.31688,13.99721,993412,15296.06,0.9506335,"Rhode Island","no"
1995,3640,33,913,1840,2.685899,67.00869,13.80606,989203,15726.08,0.9466057,"Rhode Island","no"
1996,3430,25,822,1837,2.747257,66.90131,13.64862,987858,15953.1,0.9453186,"Rhode Island","no"
1997,3292,25,707,2023,2.8234,66.84111,13.56247,986966,16543.44,0.9444651,"Rhode Island","no"
1998,3083,24,659,2104,2.905324,66.89433,13.43733,987704,17120.22,0.9451712,"Rhode Island","no"
1999,2840,36,788,2180,2.957654,66.86559,13.32948,990819,17542.33,0.9481522,"Rhode Island","no"
1977,19033,356,3168,6881,10.5465,52.7606,19.69209,2991683,9344.497,0.0989804,"South Carolina","no"
1978,19411,350,3084,7276,10.53142,52.74525,19.42307,3044365,9678.352,0.1007234,"South Carolina","no"
1979,20961,389,3325,7509,10.55307,52.71151,19.23501,3090266,9664.368,0.1022421,"South Carolina","no"
1980,20688,357,3702,7429,10.65547,52.53884,19.01045,3134502,9422.946,0.1037811,"South Carolina","no"
1981,20360,331,3821,7567,10.73265,52.67374,19.00076,3179235,9481.496,0.1052622,"South Carolina","no"
1982,23095,350,3926,8051,10.70938,52.60826,18.74896,3207618,9361.272,0.106202,"South Carolina","no"
1983,19948,317,3393,8732,10.67709,52.49292,18.45694,3234074,9775,0.1070779,"South Carolina","no"
1984,20433,301,3380,9030,10.66809,52.40158,18.20869,3271861,10462.69,0.108329,"South Carolina","no"
1985,20843,301,3102,9381,10.57847,52.28647,17.73742,3303208,10802.72,0.1093669,"South Carolina","no"
1986,22550,287,3326,9828,10.57243,52.12664,17.51189,3342769,11142.52,0.1106767,"South Carolina","no"
1987,22477,314,3418,10953,10.55783,51.99231,17.18068,3380506,11450.11,0.1119262,"South Carolina","no"
1988,25290,317,4255,11738,10.52018,51.79147,16.76843,3412091,11825.89,0.1129719,"South Carolina","no"
1989,28128,315,4501,12755,10.525,51.61836,16.46841,3456770,11911.7,0.1144512,"South Carolina","no"
1990,34172,392,5333,14556,10.55408,53.26236,16.11128,3499064,12230.1,0.1162055,"South Carolina","no"
1991,34616,402,6090,16053,10.60981,53.1396,15.82247,3559470,11994.98,0.1182116,"South Carolina","no"
1992,34007,374,6143,17031,10.70237,52.91803,15.58381,3600576,12187.15,0.1195768,"South Carolina","no"
1993,37196,374,6807,17664,10.7728,52.67149,15.26661,3634507,12267.64,0.1207036,"South Carolina","no"
1994,37783,352,6823,17892,10.80368,52.49868,14.97258,3666456,12556.99,0.1217647,"South Carolina","no"
1995,36330,292,6508,18278,10.86079,52.41994,14.73533,3699943,12735.34,0.1228768,"South Carolina","no"
1996,37274,337,6431,19256,10.90345,52.34179,14.59419,3738974,12955.9,0.124173,"South Carolina","no"
1997,37533,318,6678,20163,10.91852,52.31548,14.45756,3790066,13279.46,0.1258698,"South Carolina","yes"
1998,34679,307,5948,20580,10.94597,52.48092,14.3447,3839578,13774.99,0.1275141,"South Carolina","yes"
1999,32916,256,5759,21372,11.00561,52.61976,14.268,3885736,14075.72,0.1290471,"South Carolina","yes"
1977,1302,74,123,482,2.339211,66.82024,18.6216,688480,10441.04,0.0090643,"South Dakota","no"
1978,1126,73,109,523,2.423829,66.51689,18.47265,688580,11226.22,0.0090656,"South Dakota","no"
1979,1095,74,140,509,2.491668,66.15408,18.27906,688334,11192.78,0.0090624,"South Dakota","no"
1980,876,65,139,532,2.524423,65.82939,18.09102,690851,9843.678,0.0090959,"South Dakota","no"
1981,723,72,123,607,2.544488,65.59054,17.86058,689569,10358.3,0.009079,"South Dakota","no"
1982,684,79,118,670,2.514136,65.31049,17.56072,690615,10232.28,0.0090928,"South Dakota","no"
1983,832,75,110,755,2.519391,65.02334,17.23169,692985,10195,0.009124,"South Dakota","no"
1984,1028,73,104,802,2.550775,64.72329,16.89536,697239,11142.62,0.00918,"South Dakota","no"
1985,954,73,119,887,2.593929,64.3707,16.54797,698400,11058.29,0.0091953,"South Dakota","no"
1986,868,88,113,1016,2.641168,63.97756,16.17705,695980,11349.77,0.0091634,"South Dakota","yes"
1987,833,73,86,1114,2.69524,63.83106,15.88338,696042,11591.31,0.0091642,"South Dakota","yes"
1988,794,82,85,1117,2.758011,63.62806,15.56117,698148,11625.49,0.009192,"South Dakota","yes"
1989,944,9,82,996,2.84502,63.37601,15.28081,696691,11857.9,0.0091728,"South Dakota","yes"
1990,1134,14,86,1219,2.934257,65.53576,15.03602,696667,12373.36,0.009179,"South Dakota","yes"
1991,1278,12,132,1312,2.979279,65.71449,14.97694,701445,12398.49,0.0092419,"South Dakota","yes"
1992,1378,4,120,1354,3.0501,65.68172,14.9405,708698,12755.86,0.0093375,"South Dakota","yes"
1993,1493,24,107,1490,3.075289,66.01141,14.89561,716258,12791.29,0.0094371,"South Dakota","yes"
1994,1646,10,135,1562,3.10855,66.321,14.83463,723038,13175.9,0.0095264,"South Dakota","yes"
1995,1511,13,189,1719,3.149601,66.6641,14.85353,728251,12980.59,0.0095951,"South Dakota","yes"
1996,1295,9,138,1841,3.297938,66.77264,14.82553,730699,13802.36,0.0096274,"South Dakota","yes"
1997,1443,10,170,2076,3.394381,66.6871,14.84932,730855,13839.61,0.0096294,"South Dakota","yes"
1998,1128,10,148,2214,3.438749,66.67903,14.87324,730789,14536.91,0.0096286,"South Dakota","yes"
1999,1227,18,103,2412,3.544923,66.76824,14.86347,733133,14974.52,0.0096595,"South Dakota","yes"
1977,17227,447,6449,5042,5.27952,62.2667,17.92343,4422921,10041.55,0.10702,"Tennessee","no"
1978,17165,422,6837,5698,5.289421,62.18873,17.75092,4486313,10535.56,0.1085538,"Tennessee","no"
1979,18880,447,7575,6111,5.319052,62.10576,17.58942,4560474,10451.9,0.1103483,"Tennessee","no"
1980,21074,497,8308,6946,5.422877,62.40076,17.60597,4600252,10057.67,0.1117787,"Tennessee","no"
1981,19094,449,7946,7080,5.456529,62.45888,17.52084,4627667,10078.82,0.1124448,"Tennessee","no"
1982,19564,451,8163,7945,5.47849,62.40519,17.35298,4646043,10005.24,0.1128913,"Tennessee","no"
1983,18732,410,8052,8061,5.497006,62.30478,17.13182,4659755,10276,0.1132245,"Tennessee","no"
1984,20875,394,7817,8764,5.51283,62.22468,16.87781,4686740,10983.43,0.1138802,"Tennessee","no"
1985,22369,424,8530,7262,5.548528,62.12678,16.61646,4715287,11340.72,0.1145739,"Tennessee","no"
1986,25570,493,9842,7061,5.570521,61.90892,16.29839,4738713,11812.46,0.1151431,"Tennessee","no"
1987,25517,435,9269,7509,5.6088,61.80703,16.01232,4782930,12198.19,0.1162175,"Tennessee","no"
1988,25689,453,8372,7523,5.648223,61.55821,15.74161,4822437,12554.22,0.1171774,"Tennessee","no"
1989,26646,408,7787,7622,5.677438,61.36978,15.46623,4854461,12754.05,0.1179556,"Tennessee","no"
1990,32787,514,9351,10417,5.716466,63.34099,15.22171,4890626,12817.6,0.1186469,"Tennessee","no"
1991,35909,544,10532,10240,5.761827,63.22644,14.97085,4946886,12794.69,0.1200118,"Tennessee","no"
1992,37414,521,10941,11382,5.822478,63.03001,14.76346,5013999,13376.4,0.12164,"Tennessee","no"
1993,38946,519,11194,11900,5.891873,62.83326,14.56281,5085666,13601.55,0.1233786,"Tennessee","no"
1994,38614,480,10708,12908,5.952993,62.74009,14.34966,5163016,13907.71,0.1252551,"Tennessee","no"
1995,40436,556,11698,14466,5.998587,62.71865,14.18382,5241168,14257.2,0.1271511,"Tennessee","yes"
1996,41127,505,11886,15250,6.064974,62.72006,14.05569,5313576,14255.75,0.1289077,"Tennessee","yes"
1997,42473,511,11510,15705,6.108415,62.71156,13.91433,5378433,14485.45,0.1304812,"Tennessee","yes"
1998,38844,462,9670,16787,6.169424,62.66996,13.82287,5432679,15027.54,0.1317972,"Tennessee","yes"
1999,38105,389,8598,17821,6.246919,62.68462,13.73678,5483535,15277.7,0.1330309,"Tennessee","yes"
1977,53788,1755,20106,22032,4.556185,64.41234,19.13759,13193060,11473.48,0.0503294,"Texas","no"
1978,58767,1917,22195,23761,4.580187,64.36545,19.00238,13500430,12089.54,0.051502,"Texas","no"
1979,70539,2319,26638,26249,4.601943,64.35475,18.85813,13888370,12250.59,0.052982,"Texas","no"
1980,78903,2423,29895,28103,4.744435,64.19213,18.7691,14338210,12038.01,0.0547224,"Texas","no"
1981,78509,2448,28505,30967,4.805927,64.2748,18.67234,14746310,12484.54,0.05628,"Texas","no"
1982,88478,2468,33729,32196,4.883739,64.29494,18.50901,15331410,12343.75,0.058513,"Texas","no"
1983,80680,2237,29818,37331,4.936255,64.24527,18.27985,15751680,12303,0.060117,"Texas","no"
1984,80836,2097,28573,35376,4.970795,64.06598,17.99722,16007080,12846.76,0.0610918,"Texas","no"
1985,89500,2115,31488,36776,5.008519,63.84797,17.724,16272740,13145.5,0.0621056,"Texas","no"
1986,109121,2236,39730,37428,5.036673,63.5815,17.42072,16561110,12875.99,0.0632062,"Texas","no"
1987,104900,1945,37682,37898,5.067045,63.24954,17.10954,16621800,12704.22,0.0634379,"Texas","no"
1988,108769,2017,39034,38501,5.099752,62.91941,16.80552,16667020,12902.81,0.0636105,"Texas","no"
1989,110672,2000,37496,40336,5.170434,62.83883,16.57695,16806730,13107.37,0.0641437,"Texas","no"
1990,129778,2403,44453,43805,5.237154,63.59877,16.39978,17044710,13303,0.0650775,"Texas","no"
1991,145672,2653,49679,50286,5.293086,63.41392,16.09501,17339900,13267.65,0.0662046,"Texas","no"
1992,142316,2242,44567,52422,5.372058,63.26109,15.86729,17650480,13593.66,0.0673904,"Texas","no"
1993,137153,2142,40385,61909,5.464688,63.14571,15.67056,17996760,13659.42,0.0687125,"Texas","no"
1994,129560,2017,37557,70603,5.533391,63.02897,15.48555,18338320,13836.48,0.0700166,"Texas","no"
1995,124015,1681,33586,118990,5.657364,62.94487,15.35954,18679710,14078,0.07132,"Texas","no"
1996,122476,1463,32596,128672,5.734717,62.765,15.27718,19006240,14323.7,0.0725667,"Texas","no"
1997,116616,1316,30388,132778,5.807885,62.65525,15.21334,19355430,15045.59,0.0738999,"Texas","yes"
1998,111296,1340,28603,141338,5.868867,62.59028,15.17075,19712390,15759.52,0.0752628,"Texas","yes"
1999,112307,1223,29405,145120,5.940265,62.56689,15.13231,20044140,16046.73,0.0765295,"Texas","yes"
1977,3167,46,908,792,1.209236,68.27696,19.72693,1319511,10403.23,0.0160728,"Utah","no"
1978,3717,51,909,875,1.228289,67.78931,19.42923,1367512,10758.65,0.0166575,"Utah","no"
1979,4320,68,1104,980,1.245143,67.27177,19.1548,1420239,10682.39,0.0172997,"Utah","no"
1980,4466,56,1181,1001,1.29119,67.01035,19.00618,1472595,10232.98,0.0179425,"Utah","no"
1981,4525,50,1285,970,1.307978,66.58289,18.80883,1515469,10181.84,0.0184649,"Utah","no"
1982,4452,53,1348,1138,1.328164,66.35606,18.58134,1558316,10120.82,0.0189869,"Utah","no"
1983,4083,56,1026,1228,1.343939,66.02115,18.34835,1594939,10333,0.0194332,"Utah","no"
1984,3962,45,941,1249,1.37018,66.07267,18.13749,1622341,10772.45,0.019767,"Utah","no"
1985,4393,49,907,1380,1.400931,66.19875,17.96839,1642907,10969.4,0.0200176,"Utah","no"
1986,4435,53,974,1630,1.434355,66.40424,17.80173,1662838,11133.43,0.0202605,"Utah","no"
1987,3856,55,886,1812,1.465037,66.56535,17.69998,1678115,11083.53,0.0204466,"Utah","yes"
1988,4107,47,914,1858,1.508317,66.91209,17.6716,1689366,11077.35,0.0205837,"Utah","yes"
1989,4415,44,897,1962,1.551528,67.36006,17.7423,1705867,11223.53,0.0207848,"Utah","yes"
1990,4911,52,984,2370,1.612803,69.30894,17.91727,1729722,11426.95,0.021051,"Utah","yes"
1991,5082,51,976,2516,1.655078,69.74521,18.00562,1771941,11448.19,0.0215649,"Utah","yes"
1992,5291,55,1018,2714,1.685371,70.19036,18.09231,1821498,11611.34,0.022168,"Utah","yes"
1993,5647,58,1099,2739,1.705657,70.48416,18.16856,1875993,11734.36,0.0228312,"Utah","yes"
1994,5878,56,1228,2934,1.769082,70.66015,18.20832,1930436,12036.86,0.0234938,"Utah","yes"
1995,6500,77,1326,3104,1.801673,70.82185,18.23871,1976774,12333.13,0.0240577,"Utah","yes"
1996,6712,65,1393,3519,1.826478,70.8315,18.22477,2022253,12671.42,0.0246112,"Utah","yes"
1997,6898,50,1413,4028,1.85911,70.61509,18.18338,2065397,13137.88,0.0251363,"Utah","yes"
1998,6600,65,1386,4306,1.884162,70.37374,18.15409,2100562,13619.8,0.0255642,"Utah","yes"
1999,5868,45,1159,4366,1.921228,70.28898,18.156,2129836,13919.05,0.0259205,"Utah","yes"
1977,735,7,152,315,0.2482066,73.13677,18.66469,491929,10158.28,0.053084,"Vermont","yes"
1978,828,16,72,284,0.2658058,73.33691,18.50201,498108,10751.01,0.0537507,"Vermont","yes"
1979,931,7,145,384,0.2839493,73.56225,18.37063,505372,10774.32,0.0545346,"Vermont","yes"
1980,916,11,199,318,0.2973519,73.71889,18.25944,512524,10520.72,0.0552706,"Vermont","yes"
1981,660,22,142,345,0.3266066,73.75161,18.06635,515605,10649.83,0.0556028,"Vermont","yes"
1982,659,12,120,395,0.3467493,73.62413,17.79229,519107,10616.18,0.0559805,"Vermont","yes"
1983,694,19,145,440,0.3678522,73.46095,17.48416,523308,10968,0.0564335,"Vermont","yes"
1984,764,12,121,379,0.3850696,73.23557,17.14414,526658,11554.03,0.0567948,"Vermont","yes"
1985,783,18,111,392,0.4097889,73.03449,16.81851,530029,12032.44,0.0571583,"Vermont","yes"
1986,797,11,119,438,0.4295438,72.81029,16.4792,534055,12582.38,0.0575925,"Vermont","yes"
1987,737,15,91,438,0.4481068,72.68566,16.13721,540273,13147.98,0.058263,"Vermont","yes"
1988,782,11,88,500,0.4681992,72.68874,15.78344,549766,13637.87,0.0592867,"Vermont","yes"
1989,741,11,100,547,0.4891527,72.66877,15.37891,557699,14066.15,0.0601422,"Vermont","yes"
1990,718,13,66,615,0.5048483,74.6722,15.05794,564526,13757.91,0.0610364,"Vermont","yes"
1991,662,12,67,664,0.5153921,74.63558,14.78257,567141,13317.36,0.0613192,"Vermont","yes"
1992,624,12,51,707,0.5477842,74.64705,14.56846,570115,13698.03,0.0616407,"Vermont","yes"
1993,656,21,52,867,0.6111456,74.63293,14.41053,574004,13631.87,0.0620612,"Vermont","yes"
1994,561,6,71,892,0.6260148,74.74331,14.27034,578900,13811.62,0.0625905,"Vermont","yes"
